Row number,Reader number,Writer number,start_time,end_time
92,18,1,2021-04-22 13:18:49.863678,2021-04-22 13:18:50.413442
93,19,1,2021-04-22 13:18:49.789962,2021-04-22 13:18:50.415593
93,20,1,2021-04-22 13:18:49.813808,2021-04-22 13:18:50.415889
93,21,1,2021-04-22 13:18:49.838179,2021-04-22 13:18:50.41618
93,22,1,2021-04-22 13:18:49.863692,2021-04-22 13:18:50.416473
94,23,1,2021-04-22 13:18:49.789972,2021-04-22 13:18:50.419143
94,24,1,2021-04-22 13:18:49.813819,2021-04-22 13:18:50.419629
94,25,1,2021-04-22 13:18:49.838194,2021-04-22 13:18:50.420014
94,1,1,2021-04-22 13:18:49.86371,2021-04-22 13:18:50.420444
95,2,1,2021-04-22 13:18:49.789983,2021-04-22 13:18:50.423581
95,3,1,2021-04-22 13:18:49.813829,2021-04-22 13:18:50.423937
95,4,1,2021-04-22 13:18:49.838204,2021-04-22 13:18:50.424283
95,5,1,2021-04-22 13:18:49.863723,2021-04-22 13:18:50.424634
96,6,1,2021-04-22 13:18:49.789993,2021-04-22 13:18:50.42695
96,7,1,2021-04-22 13:18:49.81384,2021-04-22 13:18:50.427253
96,8,1,2021-04-22 13:18:49.838214,2021-04-22 13:18:50.427586
96,9,1,2021-04-22 13:18:49.863733,2021-04-22 13:18:50.427891
97,10,1,2021-04-22 13:18:49.790003,2021-04-22 13:18:50.430056
97,11,1,2021-04-22 13:18:49.81385,2021-04-22 13:18:50.430353
97,12,1,2021-04-22 13:18:49.838305,2021-04-22 13:18:50.430649
97,13,1,2021-04-22 13:18:49.863763,2021-04-22 13:18:50.430943
98,14,1,2021-04-22 13:18:49.790013,2021-04-22 13:18:50.433137
98,15,1,2021-04-22 13:18:49.813861,2021-04-22 13:18:50.433446
98,16,1,2021-04-22 13:18:49.838316,2021-04-22 13:18:50.433749
98,17,1,2021-04-22 13:18:49.863779,2021-04-22 13:18:50.434051
99,18,1,2021-04-22 13:18:49.790023,2021-04-22 13:18:50.43626
99,19,1,2021-04-22 13:18:49.813871,2021-04-22 13:18:50.436559
99,20,1,2021-04-22 13:18:49.838326,2021-04-22 13:18:50.436855
99,21,1,2021-04-22 13:18:49.863789,2021-04-22 13:18:50.43715
100,22,1,2021-04-22 13:18:49.790033,2021-04-22 13:18:50.439357
100,23,1,2021-04-22 13:18:49.813882,2021-04-22 13:18:50.439715
100,24,1,2021-04-22 13:18:49.838335,2021-04-22 13:18:50.440016
100,25,1,2021-04-22 13:18:49.863799,2021-04-22 13:18:50.440317
101,1,2,2021-04-22 13:18:49.790043,2021-04-22 13:18:50.442471
101,2,2,2021-04-22 13:18:49.813892,2021-04-22 13:18:50.442765
101,3,2,2021-04-22 13:18:49.838344,2021-04-22 13:18:50.443057
101,4,2,2021-04-22 13:18:49.863809,2021-04-22 13:18:50.443347
102,5,2,2021-04-22 13:18:49.790054,2021-04-22 13:18:50.44557
102,6,2,2021-04-22 13:18:49.813902,2021-04-22 13:18:50.445869
102,7,2,2021-04-22 13:18:49.838353,2021-04-22 13:18:50.446166
102,8,2,2021-04-22 13:18:49.863818,2021-04-22 13:18:50.446462
103,9,2,2021-04-22 13:18:49.790064,2021-04-22 13:18:50.44862
103,10,2,2021-04-22 13:18:49.813992,2021-04-22 13:18:50.448917
103,11,2,2021-04-22 13:18:49.838363,2021-04-22 13:18:50.44921
103,12,2,2021-04-22 13:18:49.863827,2021-04-22 13:18:50.449502
104,13,2,2021-04-22 13:18:49.790074,2021-04-22 13:18:50.451608
104,14,2,2021-04-22 13:18:49.81401,2021-04-22 13:18:50.451901
104,15,2,2021-04-22 13:18:49.838372,2021-04-22 13:18:50.4522
104,16,2,2021-04-22 13:18:49.863837,2021-04-22 13:18:50.452491
105,17,2,2021-04-22 13:18:49.790084,2021-04-22 13:18:50.454632
105,18,2,2021-04-22 13:18:49.81402,2021-04-22 13:18:50.45493
105,19,2,2021-04-22 13:18:49.838382,2021-04-22 13:18:50.455224
105,20,2,2021-04-22 13:18:49.863847,2021-04-22 13:18:50.455515
106,21,2,2021-04-22 13:18:49.790094,2021-04-22 13:18:50.457653
106,22,2,2021-04-22 13:18:49.814029,2021-04-22 13:18:50.457949
106,23,2,2021-04-22 13:18:49.838391,2021-04-22 13:18:50.458241
106,24,2,2021-04-22 13:18:49.863856,2021-04-22 13:18:50.458532
107,25,2,2021-04-22 13:18:49.790104,2021-04-22 13:18:50.460643
107,1,2,2021-04-22 13:18:49.814038,2021-04-22 13:18:50.460971
107,2,2,2021-04-22 13:18:49.8384,2021-04-22 13:18:50.461274
107,3,2,2021-04-22 13:18:49.863865,2021-04-22 13:18:50.461569
108,4,2,2021-04-22 13:18:49.790118,2021-04-22 13:18:50.464318
108,5,2,2021-04-22 13:18:49.814047,2021-04-22 13:18:50.465111
108,6,2,2021-04-22 13:18:49.838409,2021-04-22 13:18:50.465579
108,7,2,2021-04-22 13:18:49.863874,2021-04-22 13:18:50.465936
109,8,2,2021-04-22 13:18:49.790128,2021-04-22 13:18:50.46843
109,9,2,2021-04-22 13:18:49.814056,2021-04-22 13:18:50.468756
109,10,2,2021-04-22 13:18:49.838419,2021-04-22 13:18:50.469081
109,11,2,2021-04-22 13:18:49.863884,2021-04-22 13:18:50.469403
110,12,2,2021-04-22 13:18:49.790138,2021-04-22 13:18:50.471658
110,13,2,2021-04-22 13:18:49.814066,2021-04-22 13:18:50.472081
110,14,2,2021-04-22 13:18:49.838428,2021-04-22 13:18:50.472447
110,15,2,2021-04-22 13:18:49.863894,2021-04-22 13:18:50.472841
111,16,2,2021-04-22 13:18:49.790148,2021-04-22 13:18:50.475475
111,17,2,2021-04-22 13:18:49.814078,2021-04-22 13:18:50.475807
111,18,2,2021-04-22 13:18:49.838437,2021-04-22 13:18:50.476131
111,19,2,2021-04-22 13:18:49.863903,2021-04-22 13:18:50.476445
112,20,2,2021-04-22 13:18:49.790158,2021-04-22 13:18:50.47873
112,21,2,2021-04-22 13:18:49.814088,2021-04-22 13:18:50.479035
112,22,2,2021-04-22 13:18:49.838447,2021-04-22 13:18:50.479334
112,23,2,2021-04-22 13:18:49.863912,2021-04-22 13:18:50.47963
113,24,2,2021-04-22 13:18:49.790169,2021-04-22 13:18:50.48179
113,25,2,2021-04-22 13:18:49.814097,2021-04-22 13:18:50.482085
113,1,2,2021-04-22 13:18:49.838456,2021-04-22 13:18:50.482378
113,2,2,2021-04-22 13:18:49.863922,2021-04-22 13:18:50.482669
114,3,2,2021-04-22 13:18:49.790179,2021-04-22 13:18:50.484858
114,4,2,2021-04-22 13:18:49.814106,2021-04-22 13:18:50.485155
114,5,2,2021-04-22 13:18:49.838469,2021-04-22 13:18:50.485449
114,6,2,2021-04-22 13:18:49.863931,2021-04-22 13:18:50.485747
115,7,2,2021-04-22 13:18:49.790189,2021-04-22 13:18:50.487901
115,8,2,2021-04-22 13:18:49.814116,2021-04-22 13:18:50.488197
115,9,2,2021-04-22 13:18:49.838478,2021-04-22 13:18:50.488491
115,10,2,2021-04-22 13:18:49.863941,2021-04-22 13:18:50.488784
116,11,2,2021-04-22 13:18:49.790199,2021-04-22 13:18:50.490943
116,12,2,2021-04-22 13:18:49.814125,2021-04-22 13:18:50.491241
116,13,2,2021-04-22 13:18:49.838488,2021-04-22 13:18:50.491534
116,14,2,2021-04-22 13:18:49.863954,2021-04-22 13:18:50.491827
117,15,2,2021-04-22 13:18:49.790209,2021-04-22 13:18:50.49404
117,16,2,2021-04-22 13:18:49.814164,2021-04-22 13:18:50.494342
117,17,2,2021-04-22 13:18:49.838497,2021-04-22 13:18:50.494635
117,18,2,2021-04-22 13:18:49.863963,2021-04-22 13:18:50.494927
118,19,2,2021-04-22 13:18:49.790219,2021-04-22 13:18:50.497115
118,20,2,2021-04-22 13:18:49.814174,2021-04-22 13:18:50.497415
118,21,2,2021-04-22 13:18:49.838506,2021-04-22 13:18:50.497706
118,22,2,2021-04-22 13:18:49.863972,2021-04-22 13:18:50.497998
119,23,2,2021-04-22 13:18:49.790229,2021-04-22 13:18:50.500281
119,24,2,2021-04-22 13:18:49.814711,2021-04-22 13:18:50.500595
119,25,2,2021-04-22 13:18:49.838515,2021-04-22 13:18:50.500897
119,1,2,2021-04-22 13:18:49.863982,2021-04-22 13:18:50.501196
120,2,2,2021-04-22 13:18:49.790239,2021-04-22 13:18:50.50341
120,3,2,2021-04-22 13:18:49.814724,2021-04-22 13:18:50.503709
120,4,2,2021-04-22 13:18:49.838524,2021-04-22 13:18:50.504021
120,5,2,2021-04-22 13:18:49.863992,2021-04-22 13:18:50.504318
121,6,2,2021-04-22 13:18:49.790249,2021-04-22 13:18:50.506478
121,7,2,2021-04-22 13:18:49.814733,2021-04-22 13:18:50.506771
121,8,2,2021-04-22 13:18:49.838534,2021-04-22 13:18:50.50706
121,9,2,2021-04-22 13:18:49.864001,2021-04-22 13:18:50.507407
122,10,2,2021-04-22 13:18:49.790259,2021-04-22 13:18:50.509589
122,11,2,2021-04-22 13:18:49.814742,2021-04-22 13:18:50.509883
122,12,2,2021-04-22 13:18:49.838543,2021-04-22 13:18:50.510173
122,13,2,2021-04-22 13:18:49.864058,2021-04-22 13:18:50.510465
123,14,2,2021-04-22 13:18:49.790269,2021-04-22 13:18:50.512735
123,15,2,2021-04-22 13:18:49.814752,2021-04-22 13:18:50.513045
123,16,2,2021-04-22 13:18:49.838553,2021-04-22 13:18:50.513343
123,17,2,2021-04-22 13:18:49.864068,2021-04-22 13:18:50.513645
124,18,2,2021-04-22 13:18:49.79028,2021-04-22 13:18:50.515824
124,19,2,2021-04-22 13:18:49.814761,2021-04-22 13:18:50.516121
124,20,2,2021-04-22 13:18:49.838562,2021-04-22 13:18:50.516413
124,21,2,2021-04-22 13:18:49.864078,2021-04-22 13:18:50.516706
125,22,2,2021-04-22 13:18:49.79029,2021-04-22 13:18:50.518856
125,23,2,2021-04-22 13:18:49.81477,2021-04-22 13:18:50.519156
125,24,2,2021-04-22 13:18:49.838571,2021-04-22 13:18:50.519446
125,25,2,2021-04-22 13:18:49.864087,2021-04-22 13:18:50.519738
126,1,2,2021-04-22 13:18:49.7903,2021-04-22 13:18:50.521888
126,2,2,2021-04-22 13:18:49.814779,2021-04-22 13:18:50.522183
126,3,2,2021-04-22 13:18:49.83858,2021-04-22 13:18:50.522473
126,4,2,2021-04-22 13:18:49.864097,2021-04-22 13:18:50.522764
127,5,2,2021-04-22 13:18:49.790311,2021-04-22 13:18:50.524917
127,6,2,2021-04-22 13:18:49.814789,2021-04-22 13:18:50.525212
127,7,2,2021-04-22 13:18:49.83859,2021-04-22 13:18:50.525503
127,8,2,2021-04-22 13:18:49.864106,2021-04-22 13:18:50.525797
128,9,2,2021-04-22 13:18:49.790323,2021-04-22 13:18:50.527994
128,10,2,2021-04-22 13:18:49.814798,2021-04-22 13:18:50.528291
128,11,2,2021-04-22 13:18:49.838599,2021-04-22 13:18:50.528583
128,12,2,2021-04-22 13:18:49.864115,2021-04-22 13:18:50.52888
129,13,2,2021-04-22 13:18:49.790333,2021-04-22 13:18:50.531048
129,14,2,2021-04-22 13:18:49.814808,2021-04-22 13:18:50.53134
129,15,2,2021-04-22 13:18:49.838608,2021-04-22 13:18:50.53163
129,16,2,2021-04-22 13:18:49.864124,2021-04-22 13:18:50.531918
130,17,2,2021-04-22 13:18:49.790343,2021-04-22 13:18:50.534064
130,18,2,2021-04-22 13:18:49.814817,2021-04-22 13:18:50.534356
130,19,2,2021-04-22 13:18:49.838618,2021-04-22 13:18:50.534643
130,20,2,2021-04-22 13:18:49.864134,2021-04-22 13:18:50.53493
131,21,2,2021-04-22 13:18:49.790354,2021-04-22 13:18:50.537077
131,22,2,2021-04-22 13:18:49.814831,2021-04-22 13:18:50.537371
131,23,2,2021-04-22 13:18:49.838627,2021-04-22 13:18:50.537658
131,24,2,2021-04-22 13:18:49.864143,2021-04-22 13:18:50.537947
132,25,2,2021-04-22 13:18:49.790364,2021-04-22 13:18:50.540099
132,1,2,2021-04-22 13:18:49.814841,2021-04-22 13:18:50.540391
132,2,2,2021-04-22 13:18:49.838636,2021-04-22 13:18:50.540778
132,3,2,2021-04-22 13:18:49.864152,2021-04-22 13:18:50.541072
133,4,2,2021-04-22 13:18:49.790374,2021-04-22 13:18:50.54325
133,5,2,2021-04-22 13:18:49.81485,2021-04-22 13:18:50.543543
133,6,2,2021-04-22 13:18:49.838647,2021-04-22 13:18:50.54383
133,7,2,2021-04-22 13:18:49.864164,2021-04-22 13:18:50.544174
134,8,2,2021-04-22 13:18:49.790384,2021-04-22 13:18:50.546416
134,9,2,2021-04-22 13:18:49.814859,2021-04-22 13:18:50.546717
134,10,2,2021-04-22 13:18:49.838657,2021-04-22 13:18:50.547012
134,11,2,2021-04-22 13:18:49.864233,2021-04-22 13:18:50.547307
135,12,2,2021-04-22 13:18:49.790394,2021-04-22 13:18:50.549483
135,13,2,2021-04-22 13:18:49.814869,2021-04-22 13:18:50.549777
135,14,2,2021-04-22 13:18:49.839192,2021-04-22 13:18:50.550073
135,15,2,2021-04-22 13:18:49.864248,2021-04-22 13:18:50.550364
136,16,2,2021-04-22 13:18:49.790404,2021-04-22 13:18:50.552522
136,17,2,2021-04-22 13:18:49.814878,2021-04-22 13:18:50.552813
136,18,2,2021-04-22 13:18:49.83921,2021-04-22 13:18:50.553101
136,19,2,2021-04-22 13:18:49.864264,2021-04-22 13:18:50.553389
137,20,2,2021-04-22 13:18:49.790454,2021-04-22 13:18:50.55557
137,21,2,2021-04-22 13:18:49.814887,2021-04-22 13:18:50.555863
137,22,2,2021-04-22 13:18:49.83922,2021-04-22 13:18:50.556148
137,23,2,2021-04-22 13:18:49.864275,2021-04-22 13:18:50.556436
138,24,2,2021-04-22 13:18:49.790466,2021-04-22 13:18:50.5586
138,25,2,2021-04-22 13:18:49.814896,2021-04-22 13:18:50.55889
138,1,2,2021-04-22 13:18:49.839229,2021-04-22 13:18:50.559178
138,2,2,2021-04-22 13:18:49.864284,2021-04-22 13:18:50.559466
139,3,2,2021-04-22 13:18:49.790476,2021-04-22 13:18:50.5617
139,4,2,2021-04-22 13:18:49.814905,2021-04-22 13:18:50.561998
139,5,2,2021-04-22 13:18:49.839238,2021-04-22 13:18:50.562291
139,6,2,2021-04-22 13:18:49.864293,2021-04-22 13:18:50.562582
140,7,2,2021-04-22 13:18:49.790486,2021-04-22 13:18:50.564789
140,8,2,2021-04-22 13:18:49.814915,2021-04-22 13:18:50.56508
140,9,2,2021-04-22 13:18:49.839248,2021-04-22 13:18:50.56537
140,10,2,2021-04-22 13:18:49.864302,2021-04-22 13:18:50.565664
141,11,2,2021-04-22 13:18:49.790496,2021-04-22 13:18:50.56804
141,12,2,2021-04-22 13:18:49.814924,2021-04-22 13:18:50.568365
141,13,2,2021-04-22 13:18:49.839257,2021-04-22 13:18:50.568683
141,14,2,2021-04-22 13:18:49.864311,2021-04-22 13:18:50.569029
142,15,2,2021-04-22 13:18:49.790506,2021-04-22 13:18:50.572384
142,16,2,2021-04-22 13:18:49.814934,2021-04-22 13:18:50.572721
142,17,2,2021-04-22 13:18:49.8393,2021-04-22 13:18:50.573055
142,18,2,2021-04-22 13:18:49.864321,2021-04-22 13:18:50.573378
143,19,2,2021-04-22 13:18:49.790516,2021-04-22 13:18:50.575699
143,20,2,2021-04-22 13:18:49.814943,2021-04-22 13:18:50.576098
143,21,2,2021-04-22 13:18:49.83931,2021-04-22 13:18:50.576394
143,22,2,2021-04-22 13:18:49.86433,2021-04-22 13:18:50.576685
144,23,2,2021-04-22 13:18:49.790527,2021-04-22 13:18:50.578969
144,24,2,2021-04-22 13:18:49.814952,2021-04-22 13:18:50.579272
144,25,2,2021-04-22 13:18:49.83932,2021-04-22 13:18:50.579571
144,1,2,2021-04-22 13:18:49.864339,2021-04-22 13:18:50.579869
145,2,2,2021-04-22 13:18:49.790537,2021-04-22 13:18:50.582142
145,3,2,2021-04-22 13:18:49.814962,2021-04-22 13:18:50.582438
145,4,2,2021-04-22 13:18:49.839329,2021-04-22 13:18:50.582729
145,5,2,2021-04-22 13:18:49.864349,2021-04-22 13:18:50.583018
146,6,2,2021-04-22 13:18:49.790547,2021-04-22 13:18:50.585251
146,7,2,2021-04-22 13:18:49.814971,2021-04-22 13:18:50.585545
146,8,2,2021-04-22 13:18:49.839338,2021-04-22 13:18:50.585839
146,9,2,2021-04-22 13:18:49.864358,2021-04-22 13:18:50.586131
147,10,2,2021-04-22 13:18:49.790557,2021-04-22 13:18:50.588384
147,11,2,2021-04-22 13:18:49.81498,2021-04-22 13:18:50.58882
147,12,2,2021-04-22 13:18:49.839347,2021-04-22 13:18:50.589234
147,13,2,2021-04-22 13:18:49.864367,2021-04-22 13:18:50.589647
148,14,2,2021-04-22 13:18:49.790571,2021-04-22 13:18:50.592352
148,15,2,2021-04-22 13:18:49.81499,2021-04-22 13:18:50.592682
148,16,2,2021-04-22 13:18:49.839357,2021-04-22 13:18:50.593
148,17,2,2021-04-22 13:18:49.864376,2021-04-22 13:18:50.593308
149,18,2,2021-04-22 13:18:49.790581,2021-04-22 13:18:50.595608
149,19,2,2021-04-22 13:18:49.814999,2021-04-22 13:18:50.59591
149,20,2,2021-04-22 13:18:49.839366,2021-04-22 13:18:50.596203
149,21,2,2021-04-22 13:18:49.864385,2021-04-22 13:18:50.596497
150,22,2,2021-04-22 13:18:49.790591,2021-04-22 13:18:50.598849
150,23,2,2021-04-22 13:18:49.81501,2021-04-22 13:18:50.599152
150,24,2,2021-04-22 13:18:49.839376,2021-04-22 13:18:50.599445
150,25,2,2021-04-22 13:18:49.864395,2021-04-22 13:18:50.599738
151,1,2,2021-04-22 13:18:49.790601,2021-04-22 13:18:50.601986
151,2,2,2021-04-22 13:18:49.81502,2021-04-22 13:18:50.60228
151,3,2,2021-04-22 13:18:49.839385,2021-04-22 13:18:50.602572
151,4,2,2021-04-22 13:18:49.864404,2021-04-22 13:18:50.602861
152,5,2,2021-04-22 13:18:49.790611,2021-04-22 13:18:50.605072
152,6,2,2021-04-22 13:18:49.815029,2021-04-22 13:18:50.605366
152,7,2,2021-04-22 13:18:49.839394,2021-04-22 13:18:50.605655
152,8,2,2021-04-22 13:18:49.864413,2021-04-22 13:18:50.605952
153,9,2,2021-04-22 13:18:49.790622,2021-04-22 13:18:50.608197
153,10,2,2021-04-22 13:18:49.815039,2021-04-22 13:18:50.608502
153,11,2,2021-04-22 13:18:49.839406,2021-04-22 13:18:50.608828
153,12,2,2021-04-22 13:18:49.864423,2021-04-22 13:18:50.609122
154,13,2,2021-04-22 13:18:49.790632,2021-04-22 13:18:50.611502
154,14,2,2021-04-22 13:18:49.815048,2021-04-22 13:18:50.611806
154,15,2,2021-04-22 13:18:49.839416,2021-04-22 13:18:50.612101
154,16,2,2021-04-22 13:18:49.864432,2021-04-22 13:18:50.612393
155,17,2,2021-04-22 13:18:49.790642,2021-04-22 13:18:50.614622
155,18,2,2021-04-22 13:18:49.815057,2021-04-22 13:18:50.614914
155,19,2,2021-04-22 13:18:49.839425,2021-04-22 13:18:50.615201
155,20,2,2021-04-22 13:18:49.864443,2021-04-22 13:18:50.615486
156,21,2,2021-04-22 13:18:49.790652,2021-04-22 13:18:50.617681
156,22,2,2021-04-22 13:18:49.815066,2021-04-22 13:18:50.617975
156,23,2,2021-04-22 13:18:49.839434,2021-04-22 13:18:50.618263
156,24,2,2021-04-22 13:18:49.864452,2021-04-22 13:18:50.618548
157,25,2,2021-04-22 13:18:49.790662,2021-04-22 13:18:50.620776
157,1,2,2021-04-22 13:18:49.815075,2021-04-22 13:18:50.621065
157,2,2,2021-04-22 13:18:49.839443,2021-04-22 13:18:50.621352
157,3,2,2021-04-22 13:18:49.864462,2021-04-22 13:18:50.621637
158,4,2,2021-04-22 13:18:49.790673,2021-04-22 13:18:50.623832
158,5,2,2021-04-22 13:18:49.815085,2021-04-22 13:18:50.624122
158,6,2,2021-04-22 13:18:49.839453,2021-04-22 13:18:50.624406
158,7,2,2021-04-22 13:18:49.864471,2021-04-22 13:18:50.624691
159,8,2,2021-04-22 13:18:49.790683,2021-04-22 13:18:50.626878
159,9,2,2021-04-22 13:18:49.815094,2021-04-22 13:18:50.627166
159,10,2,2021-04-22 13:18:49.839462,2021-04-22 13:18:50.627508
159,11,2,2021-04-22 13:18:49.864481,2021-04-22 13:18:50.62781
160,12,2,2021-04-22 13:18:49.790693,2021-04-22 13:18:50.630068
160,13,2,2021-04-22 13:18:49.815103,2021-04-22 13:18:50.630363
160,14,2,2021-04-22 13:18:49.839471,2021-04-22 13:18:50.630653
160,15,2,2021-04-22 13:18:49.86449,2021-04-22 13:18:50.63094
161,16,2,2021-04-22 13:18:49.790703,2021-04-22 13:18:50.63328
161,17,2,2021-04-22 13:18:49.815113,2021-04-22 13:18:50.63359
161,18,2,2021-04-22 13:18:49.839481,2021-04-22 13:18:50.633887
161,19,2,2021-04-22 13:18:49.864499,2021-04-22 13:18:50.634183
162,20,2,2021-04-22 13:18:49.790713,2021-04-22 13:18:50.636476
162,21,2,2021-04-22 13:18:49.815167,2021-04-22 13:18:50.636772
162,22,2,2021-04-22 13:18:49.83949,2021-04-22 13:18:50.637065
162,23,2,2021-04-22 13:18:49.864508,2021-04-22 13:18:50.637353
163,24,2,2021-04-22 13:18:49.790722,2021-04-22 13:18:50.63958
163,25,2,2021-04-22 13:18:49.815177,2021-04-22 13:18:50.63988
163,1,2,2021-04-22 13:18:49.839499,2021-04-22 13:18:50.640165
163,2,2,2021-04-22 13:18:49.864517,2021-04-22 13:18:50.640449
164,3,2,2021-04-22 13:18:49.790733,2021-04-22 13:18:50.642661
164,4,2,2021-04-22 13:18:49.815186,2021-04-22 13:18:50.64295
164,5,2,2021-04-22 13:18:49.839509,2021-04-22 13:18:50.64324
164,6,2,2021-04-22 13:18:49.864526,2021-04-22 13:18:50.643624
165,7,2,2021-04-22 13:18:49.790743,2021-04-22 13:18:50.645885
165,8,2,2021-04-22 13:18:49.815196,2021-04-22 13:18:50.646178
165,9,2,2021-04-22 13:18:49.839518,2021-04-22 13:18:50.646466
165,10,2,2021-04-22 13:18:49.864535,2021-04-22 13:18:50.646754
166,11,2,2021-04-22 13:18:49.790753,2021-04-22 13:18:50.648971
166,12,2,2021-04-22 13:18:49.815205,2021-04-22 13:18:50.64926
166,13,2,2021-04-22 13:18:49.839527,2021-04-22 13:18:50.649549
166,14,2,2021-04-22 13:18:49.864545,2021-04-22 13:18:50.649836
167,15,2,2021-04-22 13:18:49.790766,2021-04-22 13:18:50.652049
167,16,2,2021-04-22 13:18:49.815215,2021-04-22 13:18:50.65234
167,17,2,2021-04-22 13:18:49.839536,2021-04-22 13:18:50.652624
167,18,2,2021-04-22 13:18:49.864583,2021-04-22 13:18:50.652911
168,19,2,2021-04-22 13:18:49.790776,2021-04-22 13:18:50.655111
168,20,2,2021-04-22 13:18:49.815224,2021-04-22 13:18:50.6554
168,21,2,2021-04-22 13:18:49.839545,2021-04-22 13:18:50.655684
168,22,2,2021-04-22 13:18:49.864594,2021-04-22 13:18:50.655969
169,23,2,2021-04-22 13:18:49.790787,2021-04-22 13:18:50.658173
169,24,2,2021-04-22 13:18:49.815233,2021-04-22 13:18:50.658461
169,25,2,2021-04-22 13:18:49.839555,2021-04-22 13:18:50.658743
169,1,2,2021-04-22 13:18:49.864603,2021-04-22 13:18:50.659026
170,2,2,2021-04-22 13:18:49.790796,2021-04-22 13:18:50.661275
170,3,2,2021-04-22 13:18:49.815245,2021-04-22 13:18:50.66157
170,4,2,2021-04-22 13:18:49.839564,2021-04-22 13:18:50.661858
170,5,2,2021-04-22 13:18:49.864613,2021-04-22 13:18:50.662147
171,6,2,2021-04-22 13:18:49.790807,2021-04-22 13:18:50.664407
171,7,2,2021-04-22 13:18:49.815255,2021-04-22 13:18:50.664699
171,8,2,2021-04-22 13:18:49.839574,2021-04-22 13:18:50.664984
171,9,2,2021-04-22 13:18:49.864623,2021-04-22 13:18:50.66527
172,10,2,2021-04-22 13:18:49.790817,2021-04-22 13:18:50.667483
172,11,2,2021-04-22 13:18:49.815264,2021-04-22 13:18:50.667772
172,12,2,2021-04-22 13:18:49.839583,2021-04-22 13:18:50.668055
172,13,2,2021-04-22 13:18:49.864632,2021-04-22 13:18:50.668339
173,14,2,2021-04-22 13:18:49.790827,2021-04-22 13:18:50.67055
173,15,2,2021-04-22 13:18:49.815273,2021-04-22 13:18:50.67089
173,16,2,2021-04-22 13:18:49.839595,2021-04-22 13:18:50.671181
173,17,2,2021-04-22 13:18:49.864642,2021-04-22 13:18:50.671467
174,18,2,2021-04-22 13:18:49.790837,2021-04-22 13:18:50.673912
174,19,2,2021-04-22 13:18:49.815283,2021-04-22 13:18:50.674671
174,20,2,2021-04-22 13:18:49.839604,2021-04-22 13:18:50.675129
174,21,2,2021-04-22 13:18:49.864651,2021-04-22 13:18:50.675573
175,22,2,2021-04-22 13:18:49.790848,2021-04-22 13:18:50.678156
175,23,2,2021-04-22 13:18:49.815292,2021-04-22 13:18:50.678476
175,24,2,2021-04-22 13:18:49.839613,2021-04-22 13:18:50.681222
175,25,2,2021-04-22 13:18:49.864663,2021-04-22 13:18:50.681854
176,1,2,2021-04-22 13:18:49.790858,2021-04-22 13:18:50.685161
176,2,2,2021-04-22 13:18:49.815301,2021-04-22 13:18:50.685485
176,3,2,2021-04-22 13:18:49.839622,2021-04-22 13:18:50.685798
176,4,2,2021-04-22 13:18:49.864673,2021-04-22 13:18:50.686115
177,5,2,2021-04-22 13:18:49.790868,2021-04-22 13:18:50.688751
177,6,2,2021-04-22 13:18:49.81531,2021-04-22 13:18:50.689129
177,7,2,2021-04-22 13:18:49.839631,2021-04-22 13:18:50.689545
177,8,2,2021-04-22 13:18:49.864682,2021-04-22 13:18:50.689981
178,9,2,2021-04-22 13:18:49.790879,2021-04-22 13:18:50.692807
178,10,2,2021-04-22 13:18:49.815319,2021-04-22 13:18:50.693142
178,11,2,2021-04-22 13:18:49.839641,2021-04-22 13:18:50.693449
178,12,2,2021-04-22 13:18:49.864691,2021-04-22 13:18:50.693746
179,13,2,2021-04-22 13:18:49.790888,2021-04-22 13:18:50.696063
179,14,2,2021-04-22 13:18:49.815329,2021-04-22 13:18:50.696355
179,15,2,2021-04-22 13:18:49.83965,2021-04-22 13:18:50.69664
179,16,2,2021-04-22 13:18:49.8647,2021-04-22 13:18:50.696929
