Row number,Reader number,Writer number,start_time,end_time
1067,17,11,2021-04-22 13:18:49.849825,2021-04-22 13:18:54.238478
1067,18,11,2021-04-22 13:18:49.874498,2021-04-22 13:18:54.23877
1068,19,11,2021-04-22 13:18:49.800423,2021-04-22 13:18:54.242856
1068,20,11,2021-04-22 13:18:49.824899,2021-04-22 13:18:54.243065
1068,21,11,2021-04-22 13:18:49.849834,2021-04-22 13:18:54.243264
1068,22,11,2021-04-22 13:18:49.874509,2021-04-22 13:18:54.243461
1069,23,11,2021-04-22 13:18:49.800432,2021-04-22 13:18:54.247557
1069,24,11,2021-04-22 13:18:49.82491,2021-04-22 13:18:54.247767
1069,25,11,2021-04-22 13:18:49.849844,2021-04-22 13:18:54.247969
1069,1,11,2021-04-22 13:18:49.874518,2021-04-22 13:18:54.24817
1070,2,11,2021-04-22 13:18:49.800442,2021-04-22 13:18:54.252027
1070,3,11,2021-04-22 13:18:49.824919,2021-04-22 13:18:54.252231
1070,4,11,2021-04-22 13:18:49.849853,2021-04-22 13:18:54.252423
1070,5,11,2021-04-22 13:18:49.874527,2021-04-22 13:18:54.252614
1071,6,11,2021-04-22 13:18:49.800453,2021-04-22 13:18:54.2565
1071,7,11,2021-04-22 13:18:49.824929,2021-04-22 13:18:54.256699
1071,8,11,2021-04-22 13:18:49.849862,2021-04-22 13:18:54.256939
1071,9,11,2021-04-22 13:18:49.874537,2021-04-22 13:18:54.257137
1072,10,11,2021-04-22 13:18:49.800462,2021-04-22 13:18:54.261011
1072,11,11,2021-04-22 13:18:49.824938,2021-04-22 13:18:54.261219
1072,12,11,2021-04-22 13:18:49.849872,2021-04-22 13:18:54.261419
1072,13,11,2021-04-22 13:18:49.874547,2021-04-22 13:18:54.261617
1073,14,11,2021-04-22 13:18:49.800472,2021-04-22 13:18:54.265498
1073,15,11,2021-04-22 13:18:49.824953,2021-04-22 13:18:54.265698
1073,16,11,2021-04-22 13:18:49.849881,2021-04-22 13:18:54.265891
1073,17,11,2021-04-22 13:18:49.874556,2021-04-22 13:18:54.266088
1074,18,11,2021-04-22 13:18:49.800481,2021-04-22 13:18:54.269891
1074,19,11,2021-04-22 13:18:49.824963,2021-04-22 13:18:54.270086
1074,20,11,2021-04-22 13:18:49.84989,2021-04-22 13:18:54.270277
1074,21,11,2021-04-22 13:18:49.874565,2021-04-22 13:18:54.270466
1075,22,11,2021-04-22 13:18:49.80049,2021-04-22 13:18:54.274233
1075,23,11,2021-04-22 13:18:49.824973,2021-04-22 13:18:54.274426
1075,24,11,2021-04-22 13:18:49.849899,2021-04-22 13:18:54.274615
1075,25,11,2021-04-22 13:18:49.874599,2021-04-22 13:18:54.274804
1076,1,11,2021-04-22 13:18:49.8005,2021-04-22 13:18:54.278621
1076,2,11,2021-04-22 13:18:49.824983,2021-04-22 13:18:54.278824
1076,3,11,2021-04-22 13:18:49.84991,2021-04-22 13:18:54.279018
1076,4,11,2021-04-22 13:18:49.874618,2021-04-22 13:18:54.279213
1077,5,11,2021-04-22 13:18:49.800509,2021-04-22 13:18:54.283069
1077,6,11,2021-04-22 13:18:49.824992,2021-04-22 13:18:54.283271
1077,7,11,2021-04-22 13:18:49.84992,2021-04-22 13:18:54.283462
1077,8,11,2021-04-22 13:18:49.874629,2021-04-22 13:18:54.283651
1078,9,11,2021-04-22 13:18:49.800518,2021-04-22 13:18:54.287428
1078,10,11,2021-04-22 13:18:49.825002,2021-04-22 13:18:54.287624
1078,11,11,2021-04-22 13:18:49.849929,2021-04-22 13:18:54.287882
1078,12,11,2021-04-22 13:18:49.874644,2021-04-22 13:18:54.288073
1079,13,11,2021-04-22 13:18:49.800528,2021-04-22 13:18:54.291914
1079,14,11,2021-04-22 13:18:49.825012,2021-04-22 13:18:54.292115
1079,15,11,2021-04-22 13:18:49.849939,2021-04-22 13:18:54.292312
1079,16,11,2021-04-22 13:18:49.874653,2021-04-22 13:18:54.292507
1080,17,11,2021-04-22 13:18:49.800537,2021-04-22 13:18:54.296603
1080,18,11,2021-04-22 13:18:49.825021,2021-04-22 13:18:54.296812
1080,19,11,2021-04-22 13:18:49.849948,2021-04-22 13:18:54.297012
1080,20,11,2021-04-22 13:18:49.874663,2021-04-22 13:18:54.297218
1081,21,11,2021-04-22 13:18:49.800546,2021-04-22 13:18:54.3013
1081,22,11,2021-04-22 13:18:49.825031,2021-04-22 13:18:54.301498
1081,23,11,2021-04-22 13:18:49.849957,2021-04-22 13:18:54.301688
1081,24,11,2021-04-22 13:18:49.874673,2021-04-22 13:18:54.301877
1082,25,11,2021-04-22 13:18:49.800587,2021-04-22 13:18:54.305713
1082,1,11,2021-04-22 13:18:49.82504,2021-04-22 13:18:54.305907
1082,2,11,2021-04-22 13:18:49.849966,2021-04-22 13:18:54.306101
1082,3,11,2021-04-22 13:18:49.874683,2021-04-22 13:18:54.30629
1083,4,11,2021-04-22 13:18:49.800597,2021-04-22 13:18:54.310067
1083,5,11,2021-04-22 13:18:49.82505,2021-04-22 13:18:54.310257
1083,6,11,2021-04-22 13:18:49.849975,2021-04-22 13:18:54.310449
1083,7,11,2021-04-22 13:18:49.874692,2021-04-22 13:18:54.310636
1084,8,11,2021-04-22 13:18:49.800607,2021-04-22 13:18:54.314518
1084,9,11,2021-04-22 13:18:49.825059,2021-04-22 13:18:54.314718
1084,10,11,2021-04-22 13:18:49.849985,2021-04-22 13:18:54.314911
1084,11,11,2021-04-22 13:18:49.874702,2021-04-22 13:18:54.315139
1085,12,11,2021-04-22 13:18:49.800617,2021-04-22 13:18:54.320116
1085,13,11,2021-04-22 13:18:49.825069,2021-04-22 13:18:54.320354
1085,14,11,2021-04-22 13:18:49.849994,2021-04-22 13:18:54.320581
1085,15,11,2021-04-22 13:18:49.874711,2021-04-22 13:18:54.320805
1086,16,11,2021-04-22 13:18:49.800626,2021-04-22 13:18:54.325188
1086,17,11,2021-04-22 13:18:49.825078,2021-04-22 13:18:54.325466
1086,18,11,2021-04-22 13:18:49.850004,2021-04-22 13:18:54.325808
1086,19,11,2021-04-22 13:18:49.874721,2021-04-22 13:18:54.32632
1087,20,11,2021-04-22 13:18:49.800636,2021-04-22 13:18:54.331497
1087,21,11,2021-04-22 13:18:49.825088,2021-04-22 13:18:54.331734
1087,22,11,2021-04-22 13:18:49.850032,2021-04-22 13:18:54.33197
1087,23,11,2021-04-22 13:18:49.87473,2021-04-22 13:18:54.332192
1088,24,11,2021-04-22 13:18:49.800645,2021-04-22 13:18:54.336193
1088,25,11,2021-04-22 13:18:49.825097,2021-04-22 13:18:54.336386
1088,1,11,2021-04-22 13:18:49.850042,2021-04-22 13:18:54.336577
1088,2,11,2021-04-22 13:18:49.87474,2021-04-22 13:18:54.336763
1089,3,11,2021-04-22 13:18:49.800654,2021-04-22 13:18:54.340591
1089,4,11,2021-04-22 13:18:49.825107,2021-04-22 13:18:54.340867
1089,5,11,2021-04-22 13:18:49.850051,2021-04-22 13:18:54.341063
1089,6,11,2021-04-22 13:18:49.874749,2021-04-22 13:18:54.341255
1090,7,11,2021-04-22 13:18:49.800666,2021-04-22 13:18:54.345118
1090,8,11,2021-04-22 13:18:49.825116,2021-04-22 13:18:54.345318
1090,9,11,2021-04-22 13:18:49.850061,2021-04-22 13:18:54.345516
1090,10,11,2021-04-22 13:18:49.874758,2021-04-22 13:18:54.345709
1091,11,11,2021-04-22 13:18:49.800676,2021-04-22 13:18:54.349587
1091,12,11,2021-04-22 13:18:49.825125,2021-04-22 13:18:54.349782
1091,13,11,2021-04-22 13:18:49.85007,2021-04-22 13:18:54.349975
1091,14,11,2021-04-22 13:18:49.874768,2021-04-22 13:18:54.350161
1092,15,11,2021-04-22 13:18:49.800685,2021-04-22 13:18:54.354009
1092,16,11,2021-04-22 13:18:49.825135,2021-04-22 13:18:54.354205
1092,17,11,2021-04-22 13:18:49.850079,2021-04-22 13:18:54.354393
1092,18,11,2021-04-22 13:18:49.874777,2021-04-22 13:18:54.354579
1093,19,11,2021-04-22 13:18:49.800694,2021-04-22 13:18:54.358384
1093,20,11,2021-04-22 13:18:49.825146,2021-04-22 13:18:54.358579
1093,21,11,2021-04-22 13:18:49.850089,2021-04-22 13:18:54.358769
1093,22,11,2021-04-22 13:18:49.874786,2021-04-22 13:18:54.358957
1094,23,11,2021-04-22 13:18:49.800703,2021-04-22 13:18:54.362821
1094,24,11,2021-04-22 13:18:49.825156,2021-04-22 13:18:54.363019
1094,25,11,2021-04-22 13:18:49.850098,2021-04-22 13:18:54.363222
1094,1,11,2021-04-22 13:18:49.874796,2021-04-22 13:18:54.363412
1095,2,11,2021-04-22 13:18:49.800713,2021-04-22 13:18:54.367272
1095,3,11,2021-04-22 13:18:49.825165,2021-04-22 13:18:54.367466
1095,4,11,2021-04-22 13:18:49.850109,2021-04-22 13:18:54.36766
1095,5,11,2021-04-22 13:18:49.874805,2021-04-22 13:18:54.367847
1096,6,11,2021-04-22 13:18:49.800722,2021-04-22 13:18:54.371663
1096,7,11,2021-04-22 13:18:49.825175,2021-04-22 13:18:54.371855
1096,8,11,2021-04-22 13:18:49.850119,2021-04-22 13:18:54.372043
1096,9,11,2021-04-22 13:18:49.874815,2021-04-22 13:18:54.37223
1097,10,11,2021-04-22 13:18:49.800731,2021-04-22 13:18:54.376131
1097,11,11,2021-04-22 13:18:49.825184,2021-04-22 13:18:54.376322
1097,12,11,2021-04-22 13:18:49.850128,2021-04-22 13:18:54.376513
1097,13,11,2021-04-22 13:18:49.874825,2021-04-22 13:18:54.3767
1098,14,11,2021-04-22 13:18:49.80074,2021-04-22 13:18:54.380614
1098,15,11,2021-04-22 13:18:49.825194,2021-04-22 13:18:54.380813
1098,16,11,2021-04-22 13:18:49.850138,2021-04-22 13:18:54.381007
1098,17,11,2021-04-22 13:18:49.874836,2021-04-22 13:18:54.381197
1099,18,11,2021-04-22 13:18:49.800749,2021-04-22 13:18:54.385062
1099,19,11,2021-04-22 13:18:49.825203,2021-04-22 13:18:54.385257
1099,20,11,2021-04-22 13:18:49.850147,2021-04-22 13:18:54.385447
1099,21,11,2021-04-22 13:18:49.874846,2021-04-22 13:18:54.385634
1100,22,11,2021-04-22 13:18:49.800758,2021-04-22 13:18:54.389846
1100,23,11,2021-04-22 13:18:49.825212,2021-04-22 13:18:54.390063
1100,24,11,2021-04-22 13:18:49.850156,2021-04-22 13:18:54.390275
1100,25,11,2021-04-22 13:18:49.874856,2021-04-22 13:18:54.390481
1101,1,11,2021-04-22 13:18:49.800768,2021-04-22 13:18:54.394548
1101,2,12,2021-04-22 13:18:49.825221,2021-04-22 13:18:54.39476
1101,3,12,2021-04-22 13:18:49.850166,2021-04-22 13:18:54.39496
1101,4,12,2021-04-22 13:18:49.874866,2021-04-22 13:18:54.395156
1102,5,12,2021-04-22 13:18:49.800777,2021-04-22 13:18:54.399385
1102,6,12,2021-04-22 13:18:49.825231,2021-04-22 13:18:54.399602
1102,7,12,2021-04-22 13:18:49.850175,2021-04-22 13:18:54.399812
1102,8,12,2021-04-22 13:18:49.874875,2021-04-22 13:18:54.400016
1103,9,12,2021-04-22 13:18:49.800787,2021-04-22 13:18:54.404022
1103,10,12,2021-04-22 13:18:49.82524,2021-04-22 13:18:54.404229
1103,11,12,2021-04-22 13:18:49.850184,2021-04-22 13:18:54.404429
1103,12,12,2021-04-22 13:18:49.874894,2021-04-22 13:18:54.404618
1104,13,12,2021-04-22 13:18:49.800796,2021-04-22 13:18:54.408531
1104,14,12,2021-04-22 13:18:49.82525,2021-04-22 13:18:54.408729
1104,15,12,2021-04-22 13:18:49.850194,2021-04-22 13:18:54.408926
1104,16,12,2021-04-22 13:18:49.87492,2021-04-22 13:18:54.409122
1105,17,12,2021-04-22 13:18:49.800806,2021-04-22 13:18:54.413111
1105,18,12,2021-04-22 13:18:49.825259,2021-04-22 13:18:54.413318
1105,19,12,2021-04-22 13:18:49.850203,2021-04-22 13:18:54.41352
1105,20,12,2021-04-22 13:18:49.874952,2021-04-22 13:18:54.413713
1106,21,12,2021-04-22 13:18:49.800815,2021-04-22 13:18:54.417632
1106,22,12,2021-04-22 13:18:49.825269,2021-04-22 13:18:54.417826
1106,23,12,2021-04-22 13:18:49.850212,2021-04-22 13:18:54.418011
1106,24,12,2021-04-22 13:18:49.874978,2021-04-22 13:18:54.418197
1107,25,12,2021-04-22 13:18:49.800824,2021-04-22 13:18:54.422884
1107,1,12,2021-04-22 13:18:49.825303,2021-04-22 13:18:54.423131
1107,2,12,2021-04-22 13:18:49.850222,2021-04-22 13:18:54.423402
1107,3,12,2021-04-22 13:18:49.874999,2021-04-22 13:18:54.42363
1108,4,12,2021-04-22 13:18:49.800833,2021-04-22 13:18:54.428355
1108,5,12,2021-04-22 13:18:49.825313,2021-04-22 13:18:54.428603
1108,6,12,2021-04-22 13:18:49.850231,2021-04-22 13:18:54.428832
1108,7,12,2021-04-22 13:18:49.875021,2021-04-22 13:18:54.429058
1109,8,12,2021-04-22 13:18:49.800843,2021-04-22 13:18:54.433238
1109,9,12,2021-04-22 13:18:49.825323,2021-04-22 13:18:54.433437
1109,10,12,2021-04-22 13:18:49.850241,2021-04-22 13:18:54.433637
1109,11,12,2021-04-22 13:18:49.875049,2021-04-22 13:18:54.433828
1110,12,12,2021-04-22 13:18:49.800854,2021-04-22 13:18:54.43766
1110,13,12,2021-04-22 13:18:49.825332,2021-04-22 13:18:54.437849
1110,14,12,2021-04-22 13:18:49.85025,2021-04-22 13:18:54.438035
1110,15,12,2021-04-22 13:18:49.875062,2021-04-22 13:18:54.438275
1111,16,12,2021-04-22 13:18:49.800864,2021-04-22 13:18:54.442144
1111,17,12,2021-04-22 13:18:49.825342,2021-04-22 13:18:54.442339
1111,18,12,2021-04-22 13:18:49.850259,2021-04-22 13:18:54.442528
1111,19,12,2021-04-22 13:18:49.875071,2021-04-22 13:18:54.442718
1112,20,12,2021-04-22 13:18:49.800873,2021-04-22 13:18:54.446819
1112,21,12,2021-04-22 13:18:49.825353,2021-04-22 13:18:54.44703
1112,22,12,2021-04-22 13:18:49.850268,2021-04-22 13:18:54.447227
1112,23,12,2021-04-22 13:18:49.875109,2021-04-22 13:18:54.447427
1113,24,12,2021-04-22 13:18:49.800883,2021-04-22 13:18:54.451365
1113,25,12,2021-04-22 13:18:49.825363,2021-04-22 13:18:54.451558
1113,1,12,2021-04-22 13:18:49.850278,2021-04-22 13:18:54.451744
1113,2,12,2021-04-22 13:18:49.875134,2021-04-22 13:18:54.451929
1114,3,12,2021-04-22 13:18:49.800892,2021-04-22 13:18:54.455792
1114,4,12,2021-04-22 13:18:49.825372,2021-04-22 13:18:54.455983
1114,5,12,2021-04-22 13:18:49.850287,2021-04-22 13:18:54.456168
1114,6,12,2021-04-22 13:18:49.875146,2021-04-22 13:18:54.456356
1115,7,12,2021-04-22 13:18:49.800901,2021-04-22 13:18:54.460164
1115,8,12,2021-04-22 13:18:49.825382,2021-04-22 13:18:54.460362
1115,9,12,2021-04-22 13:18:49.850298,2021-04-22 13:18:54.460546
1115,10,12,2021-04-22 13:18:49.875155,2021-04-22 13:18:54.460786
1116,11,12,2021-04-22 13:18:49.80091,2021-04-22 13:18:54.464752
1116,12,12,2021-04-22 13:18:49.825391,2021-04-22 13:18:54.464951
1116,13,12,2021-04-22 13:18:49.850308,2021-04-22 13:18:54.465147
1116,14,12,2021-04-22 13:18:49.875164,2021-04-22 13:18:54.465338
1117,15,12,2021-04-22 13:18:49.80092,2021-04-22 13:18:54.469222
1117,16,12,2021-04-22 13:18:49.825401,2021-04-22 13:18:54.469411
1117,17,12,2021-04-22 13:18:49.850317,2021-04-22 13:18:54.469599
1117,18,12,2021-04-22 13:18:49.875174,2021-04-22 13:18:54.469785
1118,19,12,2021-04-22 13:18:49.800929,2021-04-22 13:18:54.473622
1118,20,12,2021-04-22 13:18:49.825411,2021-04-22 13:18:54.473812
1118,21,12,2021-04-22 13:18:49.850326,2021-04-22 13:18:54.474
1118,22,12,2021-04-22 13:18:49.875186,2021-04-22 13:18:54.474184
1119,23,12,2021-04-22 13:18:49.800938,2021-04-22 13:18:54.478131
1119,24,12,2021-04-22 13:18:49.82542,2021-04-22 13:18:54.478336
1119,25,12,2021-04-22 13:18:49.850336,2021-04-22 13:18:54.478533
1119,1,12,2021-04-22 13:18:49.875196,2021-04-22 13:18:54.478732
1120,2,12,2021-04-22 13:18:49.800947,2021-04-22 13:18:54.482686
1120,3,12,2021-04-22 13:18:49.825429,2021-04-22 13:18:54.482883
1120,4,12,2021-04-22 13:18:49.850345,2021-04-22 13:18:54.483078
1120,5,12,2021-04-22 13:18:49.875205,2021-04-22 13:18:54.483267
1121,6,12,2021-04-22 13:18:49.800956,2021-04-22 13:18:54.487118
1121,7,12,2021-04-22 13:18:49.825439,2021-04-22 13:18:54.487306
1121,8,12,2021-04-22 13:18:49.850354,2021-04-22 13:18:54.48756
1121,9,12,2021-04-22 13:18:49.875214,2021-04-22 13:18:54.487746
1122,10,12,2021-04-22 13:18:49.800966,2021-04-22 13:18:54.491595
1122,11,12,2021-04-22 13:18:49.825449,2021-04-22 13:18:54.491785
1122,12,12,2021-04-22 13:18:49.850364,2021-04-22 13:18:54.491971
1122,13,12,2021-04-22 13:18:49.875224,2021-04-22 13:18:54.492158
1123,14,12,2021-04-22 13:18:49.800975,2021-04-22 13:18:54.496044
1123,15,12,2021-04-22 13:18:49.825458,2021-04-22 13:18:54.496242
1123,16,12,2021-04-22 13:18:49.850373,2021-04-22 13:18:54.496431
1123,17,12,2021-04-22 13:18:49.875233,2021-04-22 13:18:54.496619
1124,18,12,2021-04-22 13:18:49.800983,2021-04-22 13:18:54.500508
1124,19,12,2021-04-22 13:18:49.825468,2021-04-22 13:18:54.500699
1124,20,12,2021-04-22 13:18:49.850383,2021-04-22 13:18:54.500887
1124,21,12,2021-04-22 13:18:49.875243,2021-04-22 13:18:54.501072
1125,22,12,2021-04-22 13:18:49.800993,2021-04-22 13:18:54.504969
1125,23,12,2021-04-22 13:18:49.825477,2021-04-22 13:18:54.505159
1125,24,12,2021-04-22 13:18:49.850392,2021-04-22 13:18:54.50535
1125,25,12,2021-04-22 13:18:49.875252,2021-04-22 13:18:54.505533
1126,1,12,2021-04-22 13:18:49.801002,2021-04-22 13:18:54.509378
1126,2,12,2021-04-22 13:18:49.825487,2021-04-22 13:18:54.509565
1126,3,12,2021-04-22 13:18:49.850401,2021-04-22 13:18:54.50975
1126,4,12,2021-04-22 13:18:49.875261,2021-04-22 13:18:54.509933
1127,5,12,2021-04-22 13:18:49.801031,2021-04-22 13:18:54.514028
1127,6,12,2021-04-22 13:18:49.825496,2021-04-22 13:18:54.514246
1127,7,12,2021-04-22 13:18:49.85041,2021-04-22 13:18:54.514457
1127,8,12,2021-04-22 13:18:49.87527,2021-04-22 13:18:54.514661
1128,9,12,2021-04-22 13:18:49.801041,2021-04-22 13:18:54.518662
1128,10,12,2021-04-22 13:18:49.825506,2021-04-22 13:18:54.518857
1128,11,12,2021-04-22 13:18:49.85042,2021-04-22 13:18:54.51905
1128,12,12,2021-04-22 13:18:49.87528,2021-04-22 13:18:54.519238
1129,13,12,2021-04-22 13:18:49.801054,2021-04-22 13:18:54.52315
1129,14,12,2021-04-22 13:18:49.82552,2021-04-22 13:18:54.523343
1129,15,12,2021-04-22 13:18:49.850429,2021-04-22 13:18:54.523532
1129,16,12,2021-04-22 13:18:49.875289,2021-04-22 13:18:54.523723
1130,17,12,2021-04-22 13:18:49.801063,2021-04-22 13:18:54.528509
1130,18,12,2021-04-22 13:18:49.825595,2021-04-22 13:18:54.528745
1130,19,12,2021-04-22 13:18:49.850438,2021-04-22 13:18:54.528967
1130,20,12,2021-04-22 13:18:49.875298,2021-04-22 13:18:54.52919
1131,21,12,2021-04-22 13:18:49.801073,2021-04-22 13:18:54.533355
1131,22,12,2021-04-22 13:18:49.825615,2021-04-22 13:18:54.533555
1131,23,12,2021-04-22 13:18:49.850448,2021-04-22 13:18:54.533747
1131,24,12,2021-04-22 13:18:49.875308,2021-04-22 13:18:54.533931
1132,25,12,2021-04-22 13:18:49.801083,2021-04-22 13:18:54.537818
1132,1,12,2021-04-22 13:18:49.825634,2021-04-22 13:18:54.538076
1132,2,12,2021-04-22 13:18:49.850482,2021-04-22 13:18:54.538267
1132,3,12,2021-04-22 13:18:49.875317,2021-04-22 13:18:54.538451
1133,4,12,2021-04-22 13:18:49.801092,2021-04-22 13:18:54.542508
1133,5,12,2021-04-22 13:18:49.825644,2021-04-22 13:18:54.542861
1133,6,12,2021-04-22 13:18:49.850493,2021-04-22 13:18:54.543106
1133,7,12,2021-04-22 13:18:49.875336,2021-04-22 13:18:54.543412
1134,8,12,2021-04-22 13:18:49.801101,2021-04-22 13:18:54.547904
1134,9,12,2021-04-22 13:18:49.825654,2021-04-22 13:18:54.54813
1134,10,12,2021-04-22 13:18:49.850502,2021-04-22 13:18:54.548354
1134,11,12,2021-04-22 13:18:49.875356,2021-04-22 13:18:54.548559
1135,12,12,2021-04-22 13:18:49.801111,2021-04-22 13:18:54.552533
1135,13,12,2021-04-22 13:18:49.825664,2021-04-22 13:18:54.552721
1135,14,12,2021-04-22 13:18:49.850514,2021-04-22 13:18:54.552906
1135,15,12,2021-04-22 13:18:49.875367,2021-04-22 13:18:54.553093
1136,16,12,2021-04-22 13:18:49.80112,2021-04-22 13:18:54.556974
1136,17,12,2021-04-22 13:18:49.825673,2021-04-22 13:18:54.557161
1136,18,12,2021-04-22 13:18:49.850523,2021-04-22 13:18:54.557347
1136,19,12,2021-04-22 13:18:49.875376,2021-04-22 13:18:54.557532
1137,20,12,2021-04-22 13:18:49.801129,2021-04-22 13:18:54.561451
1137,21,12,2021-04-22 13:18:49.825682,2021-04-22 13:18:54.561642
1137,22,12,2021-04-22 13:18:49.850533,2021-04-22 13:18:54.561832
1137,23,12,2021-04-22 13:18:49.87539,2021-04-22 13:18:54.562019
1138,24,12,2021-04-22 13:18:49.801138,2021-04-22 13:18:54.565926
1138,25,12,2021-04-22 13:18:49.825716,2021-04-22 13:18:54.566115
1138,1,12,2021-04-22 13:18:49.850542,2021-04-22 13:18:54.566303
1138,2,12,2021-04-22 13:18:49.875413,2021-04-22 13:18:54.566486
1139,3,12,2021-04-22 13:18:49.801148,2021-04-22 13:18:54.570301
1139,4,12,2021-04-22 13:18:49.825727,2021-04-22 13:18:54.570494
1139,5,12,2021-04-22 13:18:49.850551,2021-04-22 13:18:54.570681
1139,6,12,2021-04-22 13:18:49.875425,2021-04-22 13:18:54.57086
1140,7,12,2021-04-22 13:18:49.801158,2021-04-22 13:18:54.574642
1140,8,12,2021-04-22 13:18:49.825738,2021-04-22 13:18:54.574825
1140,9,12,2021-04-22 13:18:49.850561,2021-04-22 13:18:54.575006
1140,10,12,2021-04-22 13:18:49.875435,2021-04-22 13:18:54.575185
1141,11,12,2021-04-22 13:18:49.80117,2021-04-22 13:18:54.579133
1141,12,12,2021-04-22 13:18:49.825749,2021-04-22 13:18:54.579332
1141,13,12,2021-04-22 13:18:49.85057,2021-04-22 13:18:54.579526
1141,14,12,2021-04-22 13:18:49.875445,2021-04-22 13:18:54.579716
1142,15,12,2021-04-22 13:18:49.801179,2021-04-22 13:18:54.583575
1142,16,12,2021-04-22 13:18:49.825759,2021-04-22 13:18:54.583761
1142,17,12,2021-04-22 13:18:49.850579,2021-04-22 13:18:54.583943
1142,18,12,2021-04-22 13:18:49.875454,2021-04-22 13:18:54.584129
1143,19,12,2021-04-22 13:18:49.801188,2021-04-22 13:18:54.588041
1143,20,12,2021-04-22 13:18:49.825769,2021-04-22 13:18:54.588229
1143,21,12,2021-04-22 13:18:49.850589,2021-04-22 13:18:54.588415
1143,22,12,2021-04-22 13:18:49.875463,2021-04-22 13:18:54.588597
1144,23,12,2021-04-22 13:18:49.801198,2021-04-22 13:18:54.592405
1144,24,12,2021-04-22 13:18:49.825779,2021-04-22 13:18:54.592588
1144,25,12,2021-04-22 13:18:49.850598,2021-04-22 13:18:54.59277
1144,1,12,2021-04-22 13:18:49.875473,2021-04-22 13:18:54.59295
1145,2,12,2021-04-22 13:18:49.801207,2021-04-22 13:18:54.596804
1145,3,12,2021-04-22 13:18:49.825789,2021-04-22 13:18:54.596998
1145,4,12,2021-04-22 13:18:49.850607,2021-04-22 13:18:54.597182
1145,5,12,2021-04-22 13:18:49.875482,2021-04-22 13:18:54.597365
1146,6,12,2021-04-22 13:18:49.801216,2021-04-22 13:18:54.601315
1146,7,12,2021-04-22 13:18:49.825798,2021-04-22 13:18:54.601508
1146,8,12,2021-04-22 13:18:49.850617,2021-04-22 13:18:54.601696
1146,9,12,2021-04-22 13:18:49.875492,2021-04-22 13:18:54.601881
1147,10,12,2021-04-22 13:18:49.801226,2021-04-22 13:18:54.605709
1147,11,12,2021-04-22 13:18:49.825808,2021-04-22 13:18:54.605894
1147,12,12,2021-04-22 13:18:49.850626,2021-04-22 13:18:54.606078
1147,13,12,2021-04-22 13:18:49.875501,2021-04-22 13:18:54.606259
1148,14,12,2021-04-22 13:18:49.801235,2021-04-22 13:18:54.610136
1148,15,12,2021-04-22 13:18:49.825818,2021-04-22 13:18:54.610328
1148,16,12,2021-04-22 13:18:49.850635,2021-04-22 13:18:54.610514
1148,17,12,2021-04-22 13:18:49.87551,2021-04-22 13:18:54.610718
1149,18,12,2021-04-22 13:18:49.801246,2021-04-22 13:18:54.614628
1149,19,12,2021-04-22 13:18:49.825829,2021-04-22 13:18:54.614817
1149,20,12,2021-04-22 13:18:49.850644,2021-04-22 13:18:54.615005
1149,21,12,2021-04-22 13:18:49.87552,2021-04-22 13:18:54.615196
1150,22,12,2021-04-22 13:18:49.801256,2021-04-22 13:18:54.619024
1150,23,12,2021-04-22 13:18:49.825845,2021-04-22 13:18:54.619205
1150,24,12,2021-04-22 13:18:49.850654,2021-04-22 13:18:54.619385
1150,25,12,2021-04-22 13:18:49.875529,2021-04-22 13:18:54.619565
1151,1,12,2021-04-22 13:18:49.801265,2021-04-22 13:18:54.623365
1151,2,12,2021-04-22 13:18:49.825857,2021-04-22 13:18:54.623549
1151,3,12,2021-04-22 13:18:49.850663,2021-04-22 13:18:54.62373
1151,4,12,2021-04-22 13:18:49.875538,2021-04-22 13:18:54.62391
1152,5,12,2021-04-22 13:18:49.801274,2021-04-22 13:18:54.627794
1152,6,12,2021-04-22 13:18:49.825914,2021-04-22 13:18:54.628008
1152,7,12,2021-04-22 13:18:49.850672,2021-04-22 13:18:54.62821
1152,8,12,2021-04-22 13:18:49.875548,2021-04-22 13:18:54.628415
1153,9,12,2021-04-22 13:18:49.801284,2021-04-22 13:18:54.633241
1153,10,12,2021-04-22 13:18:49.825924,2021-04-22 13:18:54.633467
1153,11,12,2021-04-22 13:18:49.850682,2021-04-22 13:18:54.633679
1153,12,12,2021-04-22 13:18:49.875558,2021-04-22 13:18:54.633944
1154,13,12,2021-04-22 13:18:49.801293,2021-04-22 13:18:54.637988
1154,14,12,2021-04-22 13:18:49.825934,2021-04-22 13:18:54.638176
1154,15,12,2021-04-22 13:18:49.850693,2021-04-22 13:18:54.63836
1154,16,12,2021-04-22 13:18:49.875567,2021-04-22 13:18:54.638538
1155,17,12,2021-04-22 13:18:49.801302,2021-04-22 13:18:54.642617
1155,18,12,2021-04-22 13:18:49.825943,2021-04-22 13:18:54.642914
1155,19,12,2021-04-22 13:18:49.850702,2021-04-22 13:18:54.643191
1155,20,12,2021-04-22 13:18:49.875578,2021-04-22 13:18:54.643468
1156,21,12,2021-04-22 13:18:49.801311,2021-04-22 13:18:54.647867
1156,22,12,2021-04-22 13:18:49.825952,2021-04-22 13:18:54.648097
1156,23,12,2021-04-22 13:18:49.850712,2021-04-22 13:18:54.648314
1156,24,12,2021-04-22 13:18:49.875592,2021-04-22 13:18:54.648517
